id,rooms,surface,floor,maxfloor,compartiment,age,euro,location,link
X1KA100NB,3,64,3,4,semidecomandat,-1,116000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X1KA100NB?lista=141346768
X90R1009D,3,67,4,4,semidecomandat,-1,115000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X90R1009D?lista=141346768
X46K1020M,3,89,2,2,semidecomandat,-1,109000,campului,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/campului/apartament-de-vanzare-3-camere-X46K1020M?lista=141346768
XAHI1003S,3,65,3,10,decomandat,-1,99900,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XAHI1003S?lista=141346768
X82S1003V,3,64,4,4,decomandat,-1,87850,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X82S1003V?lista=141346768
X7KQ100HJ,3,60,1,7,semidecomandat,0,92000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X7KQ100HJ?lista=141346768
X90R10080,3,64,6,9,semidecomandat,-1,90000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X90R10080?lista=141346768
X7KQ1006P,3,65,2,4,decomandat,-1,95000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X7KQ1006P?lista=141346768
X8M2100HP,3,65,3,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8M2100HP?lista=141346768
X7F9100AH,3,65,1,4,semidecomandat,-1,88500,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X7F9100AH?lista=141346768
X4I71004L,3,65,1,4,decomandat,-1,88000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X4I71004L?lista=141346768
X9AC1007M,4,70,7,10,decomandat,-1,97990,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X9AC1007M?lista=141346768
X9CH10004,3,96,3,3,semidecomandat,-1,109000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9CH10004?lista=141346768
X46K10209,3,70,8,10,decomandat,-1,105000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X46K10209?lista=141346768
X1KA10083,4,90,6,6,decomandat,0,108500,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X1KA10083?lista=141346768
X4V300093,3,65,3,4,semidecomandat,-1,97000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X4V300093?lista=141346768
X9CH10015,3,66,4,8,decomandat,-1,93500,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9CH10015?lista=141346768
X5ET1003R,4,81,1,4,decomandat,-1,117000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X5ET1003R?lista=141346768
X7P110039,3,70,9,10,decomandat,-1,89500,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X7P110039?lista=141346768
X9PN1001L,4,83,2,4,decomandat,-1,108000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X9PN1001L?lista=141346768
XAR91002A,3,66,10,10,semidecomandat,-1,119000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XAR91002A?lista=141346768
X1KA10196,3,68,5,6,semidecomandat,0,76000,dambul rotund,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/dambul-rotund/apartament-de-vanzare-3-camere-X1KA10196?lista=141346768
X46K100CB,4,82,4,12,decomandat,-1,110000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X46K100CB?lista=141346768
X7F910074,3,62,1,6,semidecomandat,0,74300,dambul rotund,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/dambul-rotund/apartament-de-vanzare-3-camere-X7F910074?lista=141346768
X5NQ1000G,3,74,2,6,decomandat,0,86300,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X5NQ1000G?lista=141346768
X7F9100A8,3,65,4,4,decomandat,-1,107500,intre lacuri,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/intre-lacuri/apartament-de-vanzare-3-camere-X7F9100A8?lista=141346768
X1KA100D7,3,67,4,4,decomandat,-1,100000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X1KA100D7?lista=141346768
X01V1005U,3,65,4,4,decomandat,-1,113000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X01V1005U?lista=141346768
X8MD1003F,3,71,3,5,semidecomandat,0,96500,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8MD1003F?lista=141346768
X7KQ100AO,3,64,3,5,decomandat,0,120000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7KQ100AO?lista=141346768
X8M2100IL,3,73,7,9,semidecomandat,0,115000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8M2100IL?lista=141346768
X8M21007K,3,67,5,10,decomandat,0,118000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8M21007K?lista=141346768
XAHI1003G,4,78,2,4,decomandat,-1,105000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-XAHI1003G?lista=141346768
X90R1009Q,3,68,10,10,decomandat,-1,74800,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X90R1009Q?lista=141346768
X9PL10032,3,73,4,6,semidecomandat,0,119900,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X9PL10032?lista=141346768
X8BO10010,3,62,3,6,semidecomandat,0,74000,dambul rotund,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/dambul-rotund/apartament-de-vanzare-3-camere-X8BO10010?lista=141346768
X57Q1002P,3,84,3,3,semidecomandat,-1,119000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X57Q1002P?lista=141346768
X9PI1009O,3,65,4,4,decomandat,-1,81000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9PI1009O?lista=141346768
X7F91003T,3,72,3,4,decomandat,-1,118000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X7F91003T?lista=141346768
X57Q100GP,3,67,2,4,decomandat,-1,116000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X57Q100GP?lista=141346768
X90R100II,3,65,2,8,decomandat,-1,98000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X90R100II?lista=141346768
X6710001U,3,89,8,8,decomandat,0,119500,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X6710001U?lista=141346768
X46K100MV,4,80,4,4,decomandat,-1,82000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X46K100MV?lista=141346768
X46K102Q9,4,78,2,4,decomandat,-1,110000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X46K102Q9?lista=141346768
X46K1048L,4,80,3,8,decomandat,-1,115000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X46K1048L?lista=141346768
X8F50006T,3,66,3,4,decomandat,-1,98700,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8F50006T?lista=141346768
X4I7100B3,3,64,2,4,decomandat,-1,97000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X4I7100B3?lista=141346768
X8M21000E,4,82,4,4,semidecomandat,-1,105000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8M21000E?lista=141346768
X5ET10034,3,66,2,3,decomandat,0,87500,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X5ET10034?lista=141346768
X9PN1000D,4,80,2,4,decomandat,-1,115000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X9PN1000D?lista=141346768
X8I70002D,3,85,3,4,semidecomandat,-1,119000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8I70002D?lista=141346768
X8F500082,3,63,1,8,semidecomandat,-1,115000,marasti,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8F500082?lista=141346768
X01V100IE,3,67,4,4,decomandat,-1,108000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X01V100IE?lista=141346768
X9AC10064,3,65,8,8,decomandat,-1,95999,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X9AC10064?lista=141346768
X8MD1002C,3,100,1,3,semidecomandat,0,115000,campului,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/campului/apartament-de-vanzare-3-camere-X8MD1002C?lista=141346768
X46K102A2,3,65,6,7,decomandat,-1,101000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X46K102A2?lista=141346768
XAH21000F,3,63,7,8,decomandat,-1,93000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XAH21000F?lista=141346768
X1KA100QO,3,62,1,3,semidecomandat,0,110000,borhanci,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-3-camere-X1KA100QO?lista=141346768
X46K101UL,3,82,2,4,decomandat,-1,120000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X46K101UL?lista=141346768
X9CH1008V,3,64,4,4,decomandat,-1,97000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9CH1008V?lista=141346768
X8MD1000I,3,70,4,4,decomandat,-1,103000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X8MD1000I?lista=141346768
X46K101D5,3,64,2,6,decomandat,0,110000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X46K101D5?lista=141346768
X4I7100EP,3,68,5,10,semidecomandat,0,92408,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X4I7100EP?lista=141346768
X90R100EQ,3,64,3,4,decomandat,-1,114000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X90R100EQ?lista=141346768
X8F500076,4,75,3,4,decomandat,-1,115000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X8F500076?lista=141346768
X7F91002O,3,73,1,6,semidecomandat,0,87800,dambul rotund,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/dambul-rotund/apartament-de-vanzare-3-camere-X7F91002O?lista=141346768
X8JT1000C,3,66,3,4,decomandat,-1,119000,marasti,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8JT1000C?lista=141346768
X8BO10012,3,67,2,6,semidecomandat,0,115000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8BO10012?lista=141346768
X7F91007V,3,67,2,6,semidecomandat,0,107000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7F91007V?lista=141346768
X1KA100KD,3,67,2,4,decomandat,-1,118500,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X1KA100KD?lista=141346768
X57Q1001O,3,67,3,6,semidecomandat,0,120000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X57Q1001O?lista=141346768
X5ET1003U,3,67,6,8,decomandat,-1,112000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X5ET1003U?lista=141346768
X5NQ1001I,3,68,4,4,decomandat,-1,86900,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X5NQ1001I?lista=141346768
X4I7100CH,3,63,2,3,semidecomandat,-1,116000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X4I7100CH?lista=141346768
X8I70001F,3,61,3,4,semidecomandat,-1,96000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X8I70001F?lista=141346768
X8M21005P,3,64,1,4,decomandat,-1,88000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8M21005P?lista=141346768
X57Q1009A,3,68,4,4,decomandat,-1,87000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X57Q1009A?lista=141346768
X9AC1005D,3,64,4,9,decomandat,-1,112990,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X9AC1005D?lista=141346768
X8M2100L1,3,85,3,3,semidecomandat,-1,109000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8M2100L1?lista=141346768
X01V1005L,3,72,3,4,semidecomandat,-1,120000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X01V1005L?lista=141346768
X1KA101Q2,3,66,3,5,decomandat,0,119500,calea turzii,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/calea-turzii/apartament-de-vanzare-3-camere-X1KA101Q2?lista=141346768
X01V10094,3,65,6,8,semidecomandat,-1,100000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X01V10094?lista=141346768
X46K10036,3,65,4,4,decomandat,-1,115000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X46K10036?lista=141346768
X5TR1000L,3,83,1,2,decomandat,0,93000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X5TR1000L?lista=141346768
X7F91005S,3,65,1,4,semidecomandat,-1,104900,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X7F91005S?lista=141346768
X8MD1003B,3,67,6,8,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8MD1003B?lista=141346768
X9L60000P,3,65,2,4,decomandat,-1,95000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X9L60000P?lista=141346768
X57Q10022,3,61,2,3,semidecomandat,-1,104000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X57Q10022?lista=141346768
XARL1005P,3,67,3,5,semidecomandat,0,104000,marasti,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XARL1005P?lista=141346768
X4I71009R,3,63,7,8,semidecomandat,-1,114900,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X4I71009R?lista=141346768
X7KQ100DR,3,65,1,4,semidecomandat,-1,89500,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X7KQ100DR?lista=141346768
X90R1002H,4,79,4,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X90R1002H?lista=141346768
XB3M1003P,3,65,7,7,decomandat,0,83000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-XB3M1003P?lista=141346768
XB0U100AF,4,106,3,3,semidecomandat,-1,109000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-4-camere-XB0U100AF?lista=141346768
X01V1002C,3,70,2,3,decomandat,0,106000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X01V1002C?lista=141346768
X8M21006R,4,79,4,4,decomandat,-1,99000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8M21006R?lista=141346768
X57Q100L5,3,66,4,4,decomandat,-1,114000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X57Q100L5?lista=141346768
X8F50007J,3,67,4,4,decomandat,-1,106000,marasti,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8F50007J?lista=141346768
X9LN10022,3,65,1,4,decomandat,-1,89000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9LN10022?lista=141346768
X7KQ1007U,3,65,8,8,decomandat,-1,86000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X7KQ1007U?lista=141346768
X8M21005Q,3,74,1,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8M21005Q?lista=141346768
X7KQ1001F,4,94,5,5,semidecomandat,0,95000,borhanci,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-4-camere-X7KQ1001F?lista=141346768
X9PL10060,3,104,2,3,decomandat,-1,89900,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9PL10060?lista=141346768
X46K104NU,3,66,3,4,semidecomandat,-1,105000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X46K104NU?lista=141346768
XARL1004V,4,78,4,4,decomandat,-1,114000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-XARL1004V?lista=141346768
X46K105NO,3,76,5,5,semidecomandat,-1,75800,campului,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/campului/apartament-de-vanzare-3-camere-X46K105NO?lista=141346768
X7T51000Q,3,67,6,8,decomandat,-1,110000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X7T51000Q?lista=141346768
X1KA100U0,3,67,2,4,semidecomandat,-1,105000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X1KA100U0?lista=141346768
X54N000AB,3,100,1,3,semidecomandat,-1,115000,campului,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/campului/apartament-de-vanzare-3-camere-X54N000AB?lista=141346768
X4I7100L9,3,60,5,7,semidecomandat,0,92000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X4I7100L9?lista=141346768
X8F50007B,3,64,4,4,decomandat,-1,115000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X8F50007B?lista=141346768
X8MD10039,3,65,2,8,decomandat,-1,94000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8MD10039?lista=141346768
X6QM1001I,4,78,4,4,decomandat,-1,89900,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X6QM1001I?lista=141346768
XB3M1008K,3,66,7,7,semidecomandat,0,82900,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-XB3M1008K?lista=141346768
X7KQ1002M,4,78,3,4,decomandat,-1,115000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X7KQ1002M?lista=141346768
X4I7100F9,3,66,10,10,semidecomandat,-1,116000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X4I7100F9?lista=141346768
X7P11003A,3,62,5,8,decomandat,-1,88500,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X7P11003A?lista=141346768
X5ET10016,4,94,7,8,decomandat,-1,120000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X5ET10016?lista=141346768
XB3M1004J,3,66,1,7,decomandat,0,83000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-XB3M1004J?lista=141346768
X1KA1004U,3,76,3,7,decomandat,-1,107000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X1KA1004U?lista=141346768
X7F91000B,3,65,3,4,decomandat,-1,94900,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X7F91000B?lista=141346768
X54N0008Q,4,81,2,4,decomandat,-1,106000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X54N0008Q?lista=141346768
X5NQ1004C,3,68,5,8,decomandat,-1,89900,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X5NQ1004C?lista=141346768
X8MD10038,4,81,1,4,decomandat,-1,109000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8MD10038?lista=141346768
X8BO10019,3,79,2,4,decomandat,0,120000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X8BO10019?lista=141346768
X46K103FK,4,81,3,4,decomandat,-1,119000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X46K103FK?lista=141346768
X1KA100TB,4,80,4,4,decomandat,-1,102000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X1KA100TB?lista=141346768
X8F500086,3,67,4,4,decomandat,-1,95000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X8F500086?lista=141346768
X90R1006G,3,76,5,6,semidecomandat,0,75800,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X90R1006G?lista=141346768
X46K100CD,3,70,2,4,semidecomandat,0,106000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X46K100CD?lista=141346768
X671000B4,3,68,8,8,decomandat,0,93280,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X671000B4?lista=141346768
X9E00000D,3,70,1,3,semidecomandat,0,100150,borhanci,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-3-camere-X9E00000D?lista=141346768
XAH210007,3,60,2,3,semidecomandat,-1,97000,gara,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gara/apartament-de-vanzare-3-camere-XAH210007?lista=141346768
XARL10048,4,75,4,4,decomandat,-1,93500,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-XARL10048?lista=141346768
X8MD100AC,4,85,3,4,decomandat,-1,110000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8MD100AC?lista=141346768
X9LN1004M,3,67,6,8,decomandat,-1,102000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9LN1004M?lista=141346768
X54N000B7,3,82,1,5,decomandat,0,114450,europa,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/europa/apartament-de-vanzare-3-camere-X54N000B7?lista=141346768
X6QM1004F,3,67,2,10,decomandat,0,112000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X6QM1004F?lista=141346768
XARL1006C,3,65,1,4,semidecomandat,-1,110000,gheorgheni,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-XARL1006C?lista=141346768
XAT00001N,3,65,8,8,decomandat,-1,96000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-XAT00001N?lista=141346768
X7ME0000H,3,72,3,4,semidecomandat,-1,120000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X7ME0000H?lista=141346768
X46K102FP,4,78,5,8,decomandat,-1,120000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X46K102FP?lista=141346768
